player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye
6769,Jeremiyah Love,RB,ARI,27.7,3.04,629,18,41,3.6,14
5656,Trey McBride,TE,ARI,29.0,3.05,1058,16,44,4.7,14
4883,DeVonta Smith,WR,PHI,29.8,3.06,1435,20,43,3.6,10
3255,Josh Jacobs,RB,GB,30.6,3.07,650,21,40,3.6,11
5623,Kyren Williams,RB,LAR,31.6,3.08,1308,20,44,4.3,11
6561,Tetairoa McMillan,WR,CAR,32.2,3.08,562,22,43,3.7,5
2885,Josh Allen,QB,BUF,34.2,3.10,1697,11,50,8.6,7
6576,Emeka Egbuka,WR,TB,34.8,3.11,1711,24,50,4.0,10
5503,Breece Hall,RB,NYJ,35.3,3.11,641,22,47,4.8,13
6178,Brock Bowers,TE,LV,35.4,3.11,2597,16,52,7.3,13
5185,Javonte Williams,RB,DAL,36.5,3.12,1548,24,50,4.5,14
4870,Tee Higgins,WR,CIN,36.8,4.01,1087,24,52,4.9,6
6509,Cam Skattebo,RB,NYG,37.1,4.01,541,24,56,5.0,8
6281,Ladd McConkey,WR,LAC,37.8,4.02,2223,26,59,4.4,7
4863,Travis Etienne Jr.,RB,NO,39.1,4.03,794,26,52,4.9,8
2125,Davante Adams,WR,LAR,42.0,4.06,858,30,59,4.3,11
5643,Jameson Williams,WR,DET,44.2,4.08,499,32,62,4.4,6
6190,Bucky Irving,RB,TB,44.7,4.09,589,33,58,4.4,10
4862,D'Andre Swift,RB,CHI,45.7,4.10,1145,34,58,4.4,10
5178,Jaylen Waddle,WR,DEN,46.0,4.10,2202,31,71,5.5,10
3449,Terry McLaurin,WR,WAS,46.9,4.11,925,34,66,4.7,7
2876,DJ Moore,WR,BUF,48.5,4.12,2524,32,70,6.3,7
6531,Quinshon Judkins,RB,CLE,50.4,5.02,810,37,64,5.1,11
6187,Drake Maye,QB,NE,51.8,5.04,377,31,70,7.8,11
6513,Bhayshul Tuten,RB,JAX,52.2,5.04,963,38,69,5.4,7
6194,Rome Odunze,WR,CHI,52.6,5.05,1109,36,72,6.2,10
2111,Mike Evans,WR,SF,54.3,5.06,1031,38,77,6.3,8
2888,Lamar Jackson,QB,BAL,56.9,5.09,851,39,74,6.8,13
6501,Colston Loveland,TE,CHI,57.0,5.09,1961,33,79,9.0,10
4882,Joe Burrow,QB,CIN,57.9,5.10,739,38,77,7.4,6
6559,Luther Burden III,WR,CHI,58.3,5.10,1338,38,83,7.8,10
5443,Jaylen Warren,RB,PIT,58.4,5.10,253,43,74,6.1,9
3238,David Montgomery,RB,HOU,58.4,5.10,1841,41,81,6.3,8
5360,Christian Watson,WR,GB,58.8,5.11,1717,42,80,6.4,11
2862,Courtland Sutton,WR,DEN,59.6,5.12,653,42,79,6.4,10
6490,TreVeyon Henderson,RB,NE,61.5,6.02,715,44,81,6.5,11
3239,DK Metcalf,WR,PIT,64.5,6.05,905,46,87,7.1,9
5705,Parker Washington,WR,JAX,64.8,6.05,2020,45,87,7.5,7
6504,Tyler Warren,TE,IND,65.5,6.06,1548,41,91,9.2,13
2377,Dak Prescott,QB,DAL,65.6,6.06,562,45,96,7.8,14
6193,Marvin Harrison Jr.,WR,ARI,65.8,6.06,1220,45,87,7.6,14
5210,Rhamondre Stevenson,RB,NE,66.4,6.06,498,48,86,6.8,11
5641,Alec Pierce,WR,IND,66.7,6.07,471,47,85,8.3,13
3435,Tony Pollard,RB,TEN,69.3,6.09,409,51,90,6.7,9
5854,Jayden Daniels,QB,WAS,72.2,6.12,571,42,113,11.3,7
6175,Brian Thomas Jr.,WR,JAX,72.5,7.01,1113,52,92,7.6,7
5095,Rico Dowdle,RB,PIT,74.5,7.03,509,54,98,7.5,9
4880,Michael Pittman Jr.,WR,PIT,74.8,7.03,888,54,96,7.8,9
5181,Kyle Pitts Sr.,TE,ATL,75.5,7.04,410,51,98,9.3,11
5721,Michael Wilson,WR,ARI,76.0,7.04,1188,55,97,8.0,14
6776,Jadarian Price,RB,SEA,76.5,7.04,2976,49,119,10.5,11
1664,Matthew Stafford,QB,LAR,76.9,7.05,392,50,114,11.0,11
6768,Carnell Tate,WR,TEN,77.3,7.05,1583,52,102,9.5,9
5025,Jalen Hurts,QB,PHI,78.8,7.07,780,49,114,11.3,10
6502,Harold Fannin Jr.,TE,CLE,78.9,7.07,205,59,109,7.4,11
4873,Chuba Hubbard,RB,CAR,79.0,7.07,417,53,114,9.7,5
2465,Chris Godwin Jr.,WR,TB,80.0,7.08,1421,58,101,8.3,10
1327,Seattle Defense,DEF,SEA,83.2,7.11,234,61,100,8.2,11
5588,Wan'Dale Robinson,WR,TEN,85.9,8.02,714,64,109,8.3,9
5680,Josh Downs,WR,IND,85.9,8.02,1009,64,107,8.3,13
3496,Jakobi Meyers,WR,JAX,87.7,8.04,386,69,104,7.1,7
5648,Brock Purdy,QB,SF,88.0,8.04,269,56,120,12.1,8
1309,Denver Defense,DEF,DEN,88.1,8.04,395,71,109,7.5,10
6530,RJ Harvey,RB,DEN,88.1,8.04,637,55,120,12.6,10
4888,J.K. Dobbins,RB,DEN,88.5,8.05,911,61,120,10.2,10
6173,Caleb Williams,QB,CHI,90.6,8.07,1241,58,121,12.1,10
5186,Trevor Lawrence,QB,JAX,91.2,8.07,1057,58,126,12.4,7
2316,Stefon Diggs,WR,WAS,91.2,8.07,1230,68,112,8.8,7
5196,Kenny Gainwell,RB,TB,91.5,8.08,705,64,120,10.2,10
5707,Jayden Reed,WR,GB,95.0,8.11,590,73,120,8.4,11
5674,Quentin Johnston,WR,LAC,96.3,8.12,842,72,119,9.1,7
5673,Jordan Addison,WR,MIN,97.4,9.01,592,74,119,8.7,6
6179,Jonathon Brooks,RB,CAR,97.5,9.01,2379,60,141,14.2,5
1312,Houston Defense,DEF,HOU,98.4,9.02,848,74,124,9.3,8
2351,Jared Goff,QB,DET,99.8,9.04,653,66,129,12.8,6
5718,Tucker Kraft,TE,GB,100.4,9.04,1448,49,153,19.7,11
2896,Dallas Goedert,TE,PHI,101.0,9.05,314,47,150,20.7,10
2507,Aaron Jones Sr.,RB,MIN,101.8,9.06,481,69,141,12.4,6
5636,Khalil Shakir,WR,BUF,101.8,9.06,348,79,127,8.5,7
6189,Keon Coleman,WR,BUF,102.1,9.06,9,1,177,47.9,7
2462,Patrick Mahomes,QB,KC,102.7,9.07,884,70,132,12.4,5
6172,Xavier Worthy,WR,KC,105.6,9.10,569,84,122,8.0,5
4887,Justin Herbert,QB,LAC,105.9,9.10,1448,69,140,14.1,7
6523,Matthew Golden,WR,GB,106.2,9.10,826,82,127,8.9,11
1989,Travis Kelce,TE,KC,106.7,9.11,340,52,150,20.8,5
5564,Sam LaPorta,TE,DET,106.7,9.11,911,46,166,23.3,6
6534,Kyle Monangai,RB,CHI,108.7,10.01,599,75,147,12.8,10
1328,LA Rams Defense,DEF,LAR,109.1,10.01,672,80,158,11.1,11
1317,Minnesota Defense,DEF,MIN,109.4,10.01,88,90,139,9.6,6
3246,Deebo Samuel Sr.,WR,SF,109.7,10.02,637,82,142,10.6,8
5626,Rachaad White,RB,WAS,111.2,10.03,605,75,148,13.8,7
6253,Bo Nix,QB,DEN,111.9,10.04,756,77,142,13.4,10
5586,Romeo Doubs,WR,NE,114.3,10.06,566,89,142,9.5,11
6595,Jacory Croskey-Merritt,RB,WAS,115.6,10.08,1182,77,150,14.8,7
6772,Makai Lemon,WR,PHI,115.6,10.08,863,87,147,10.7,10
6568,Jaxson Dart,QB,NYG,116.4,10.08,463,85,140,11.9,8
2499,George Kittle,TE,SF,116.7,10.09,897,65,160,19.7,8
5330,Jordan Mason,RB,MIN,117.4,10.09,1649,75,150,16.0,6
6774,KC Concepcion,WR,CLE,120.9,11.01,1314,92,148,10.8,11
5965,Blake Corum,RB,LAR,121.4,11.01,1536,76,150,17.2,11
6302,Jalen Coker,WR,CAR,121.6,11.02,471,95,145,9.9,5
4861,Jerry Jeudy,WR,CLE,126.1,11.06,273,94,147,12.3,11
2872,Mark Andrews,TE,BAL,127.8,11.08,436,78,170,18.8,13
1310,Detroit Defense,DEF,DET,128.6,11.09,146,89,175,14.9,6
5896,Rashid Shaheed,WR,SEA,129.0,11.09,490,98,149,11.6,11
2886,Baker Mayfield,QB,TB,129.2,11.09,446,102,150,10.4,10
6162,Brandon Aubrey,PK,DAL,129.4,11.09,2076,74,184,21.2,14
5692,Tyjae Spears,RB,TEN,130.1,11.10,147,99,148,11.8,9
1318,New England Defense,DEF,NE,130.2,11.10,380,90,179,15.2,11
6577,Jayden Higgins,WR,HOU,130.3,11.10,155,104,150,9.9,8
1992,Keenan Allen,WR,IND,131.8,11.12,240,99,153,12.4,13
5977,Tre Tucker,WR,LV,132.0,11.12,287,108,151,9.1,13
5561,Jake Ferguson,TE,DAL,132.7,12.01,436,87,170,17.4,14
1324,Pittsburgh Defense,DEF,PIT,133.0,12.01,315,95,180,14.8,9
3299,Kyler Murray,QB,MIN,133.3,12.01,650,100,166,12.7,6
5602,Tyler Shough,QB,NO,134.0,12.02,298,99,154,13.1,8
5677,Zach Charbonnet,RB,SEA,134.2,12.02,548,93,173,15.5,11
6777,De'Zhaun Stribling,WR,SF,135.7,12.04,1459,90,180,17.3,8
6282,Jalen McMillan,WR,TB,135.8,12.04,181,108,153,10.7,10
2448,David Njoku,TE,LAC,136.0,12.04,5,102,177,28.9,7
5661,Isaiah Likely,TE,NYG,136.6,12.05,1361,90,174,17.8,8
2424,Jason Myers,PK,SEA,138.6,12.07,182,88,185,19.4,11
6778,Denzel Boston,WR,CLE,138.6,12.07,135,100,166,14.5,11
6517,Jordan James,RB,SF,139.0,12.07,5,126,172,19.1,8
6771,Jordyn Tyson,WR,NO,139.8,12.08,362,73,180,25.5,8
1323,Philadelphia Defense,DEF,PHI,139.9,12.08,779,96,180,16.6,10
2531,Ka'imi Fairbairn,PK,HOU,140.0,12.08,180,92,185,18.1,8
1325,LA Chargers Defense,DEF,LAC,140.9,12.09,613,102,180,14.8,7
6529,Woody Marks,RB,HOU,140.9,12.09,363,101,177,15.3,8
1326,San Francisco Defense,DEF,SF,142.1,12.10,8,80,178,28.1,8
2884,Sam Darnold,QB,SEA,142.4,12.10,243,105,178,14.2,11
5538,Cameron Dicker,PK,LAC,142.6,12.11,316,94,187,18.3,7
2866,Calvin Ridley,WR,TEN,142.9,12.11,88,112,169,11.8,9
5151,Juwan Johnson,TE,NO,143.5,12.11,374,91,180,21.3,8
2439,Alvin Kamara,RB,NO,145.3,13.01,329,85,179,23.0,8
4892,Jordan Love,QB,GB,146.8,13.03,373,111,177,13.5,11
6080,Emari Demercado,RB,KC,146.9,13.03,9,137,184,14.2,5
6055,Jake Bates,PK,DET,147.7,13.04,182,103,190,18.6,6
5020,Jauan Jennings,WR,MIN,148.2,13.04,73,125,171,9.7,6
6803,Mike Washington Jr.,RB,LV,148.2,13.04,162,81,209,25.6,13
6299,Harrison Mevis,PK,LAR,148.4,13.04,132,111,194,17.2,11
6287,Malik Washington,WR,MIA,148.7,13.05,262,113,179,13.4,6
5688,Dalton Kincaid,TE,BUF,148.9,13.05,331,93,196,21.4,7
5684,Will Levis,QB,TEN,149.6,13.06,5,144,172,12.5,9
6828,Cyrus Allen,WR,KC,150.2,13.06,44,87,204,24.2,5
2449,Cooper Kupp,WR,SEA,150.6,13.07,128,102,180,18.4,11
5180,Rashod Bateman,WR,BAL,151.6,13.08,42,115,180,14.9,13
4865,Chase McLaughlin,PK,TB,152.7,13.09,145,106,194,17.8,10
6263,Kimani Vidal,RB,LAC,153.2,13.09,6,142,174,12.6,7
6506,Oronde Gadsden,TE,LAC,153.3,13.09,9,116,176,24.3,7
5655,Tyler Allgeier,RB,ARI,153.3,13.09,328,96,205,21.9,14
6799,Jonah Coleman,RB,DEN,153.4,13.09,106,117,192,17.6,10
2354,Hunter Henry,TE,NE,153.4,13.09,96,91,188,24.7,11
5337,Isiah Pacheco,RB,DET,153.9,13.10,245,103,180,19.3,6
6188,Cam Little,PK,JAX,154.0,13.10,434,110,199,17.7,7
4868,Joey Slye,PK,TEN,154.3,13.10,9,148,178,12.6,9
5622,MarShawn Lloyd,RB,GB,154.6,13.11,43,105,200,21.9,11
6587,Tyler Loop,PK,BAL,154.6,13.11,186,115,180,15.0,13
6276,Tyrone Tracy Jr.,RB,NYG,154.6,13.11,163,108,180,17.9,8
5334,Jalen Nailor,WR,LV,155.4,13.11,137,113,180,15.9,13
1311,Green Bay Defense,DEF,GB,155.7,13.12,25,128,204,18.3,11
1329,Tampa Bay Defense,DEF,TB,155.8,13.12,5,120,205,32.9,10
5453,Chig Okonkwo,TE,WAS,156.3,13.12,23,136,187,15.2,7
5711,Tank Dell,WR,HOU,156.5,13.12,302,115,180,15.8,8
6548,Pat Bryant,WR,DEN,156.6,14.01,10,131,194,25.6,10
6290,AJ Barner,TE,SEA,156.7,14.01,12,117,204,26.4,11
6784,Malachi Fields,WR,NYG,156.9,14.01,14,108,209,28.4,8
2340,Chris Boswell,PK,PIT,157.0,14.01,51,111,203,17.4,9
6787,Ja'Kobi Lane,WR,BAL,157.1,14.01,117,105,208,19.8,13
5717,Chris Rodriguez Jr.,RB,JAX,157.2,14.01,208,106,194,19.5,7
1314,Jacksonville Defense,DEF,JAX,157.4,14.01,721,119,208,14.7,7
6511,Dylan Sampson,RB,CLE,157.7,14.02,90,117,180,15.3,11
5982,Keaton Mitchell,RB,LAC,157.7,14.02,103,104,207,20.4,7
5036,Tyler Bass,PK,BUF,158.0,14.02,13,110,210,24.9,7
5676,C.J. Stroud,QB,HOU,158.1,14.02,156,117,180,15.5,8
1307,Cleveland Defense,DEF,CLE,158.6,14.03,473,123,198,13.3,11
6176,Braelon Allen,RB,NYJ,159.2,14.03,91,104,204,20.9,13
5691,Tank Bigsby,RB,PHI,159.6,14.04,118,111,208,21.0,10
6304,Ryan Flournoy,WR,DAL,159.7,14.04,30,86,200,28.1,14
6773,Kenyon Sadiq,TE,NYJ,160.0,14.04,32,124,187,16.5,13
6545,Terrance Ferguson,TE,LAR,160.2,14.04,23,134,174,12.3,11
6197,Ray Davis,RB,BUF,160.4,14.04,12,123,177,20.2,7
2522,Wil Lutz,PK,DEN,160.5,14.04,177,120,207,16.4,10
1303,Buffalo Defense,DEF,BUF,160.6,14.05,621,120,203,15.3,7
3264,Daniel Jones,QB,IND,160.7,14.05,203,128,180,12.3,13
6789,Antonio Williams,WR,WAS,161.0,14.05,6,145,175,13.2,7
6046,Blake Grupe,PK,IND,161.0,14.05,78,135,210,16.7,13
5928,Malik Davis,RB,DAL,161.3,14.05,6,111,192,27.5,14
6835,Trey Smack,PK,GB,161.7,14.06,19,123,205,21.8,11
5678,Bryce Young,QB,CAR,161.9,14.06,27,120,192,19.5,5
2514,Harrison Butker,PK,KC,162.2,14.06,205,117,210,17.3,5
6296,Will Reichard,PK,MIN,162.2,14.06,136,117,204,17.3,6
5985,Brenton Strange,TE,JAX,162.7,14.07,84,111,204,20.2,7
6315,Devaughn Vele,WR,NO,162.7,14.07,15,133,204,17.6,8
6522,Jaylin Noel,WR,HOU,162.8,14.07,27,134,194,13.7,8
6580,Isaac TeSlaa,WR,DET,162.8,14.07,9,77,206,37.7,6
5545,Malik Willis,QB,MIA,162.8,14.07,206,126,197,14.0,6
6811,Emmett Johnson,RB,KC,163.0,14.07,7,147,176,10.0,5
2977,Dalton Schultz,TE,HOU,163.0,14.07,50,111,193,19.7,8
6798,Kaelon Black,RB,SF,163.2,14.07,32,112,206,25.4,8
6184,Adonai Mitchell,WR,NYJ,163.4,14.07,75,127,181,13.9,13
4872,Najee Harris,RB,NYG,163.6,14.08,5,144,187,17.7,8
6767,Fernando Mendoza,QB,LV,164.0,14.08,21,120,207,28.3,13
5605,Brian Robinson,RB,ATL,164.1,14.08,36,118,206,24.9,11
1332,Baltimore Defense,DEF,BAL,165.3,14.09,285,113,209,19.8,13
6775,Omar Cooper Jr.,WR,NYJ,165.5,14.09,11,72,205,36.1,13
2335,Cairo Santos,PK,CHI,166.1,14.10,43,135,210,18.3,10
5694,Kayshon Boutte,WR,HOU,166.5,14.10,64,116,209,19.3,8
5725,Dontayvion Wicks,WR,PHI,166.7,14.11,103,116,209,19.2,10
3307,T.J. Hockenson,TE,MIN,166.8,14.11,47,113,207,21.4,6
3097,Eddy Piñeiro,PK,SF,167.2,14.11,73,125,206,15.9,8
1308,Dallas Defense,DEF,DAL,167.3,14.11,52,123,208,22.3,14
6557,Jaydon Blue,RB,DAL,167.6,14.12,14,155,202,13.2,14
6308,Bub Means,WR,NO,167.8,14.12,5,115,200,32.8,8
6779,Germie Bernard,WR,PIT,167.9,14.12,33,143,198,10.7,9
6525,Tre' Harris,WR,LAC,168.1,14.12,16,102,206,27.1,7
6585,Andy Borregales,PK,NE,168.3,14.12,15,124,206,22.2,11
6457,Cam Ward,QB,TEN,168.4,14.12,44,141,196,12.7,9
3266,Justice Hill,RB,BAL,168.4,14.12,25,136,192,12.2,13
2365,Jacoby Brissett,QB,ARI,168.6,15.01,21,118,193,19.3,14
2470,James Conner,RB,ARI,169.1,15.01,19,141,194,13.4,14
1320,NY Giants Defense,DEF,NYG,169.1,15.01,20,136,209,20.1,8
1004,Aaron Rodgers,QB,PIT,169.2,15.01,23,84,209,32.7,9
6563,Travis Hunter,WR,JAX,169.4,15.01,61,138,196,11.8,7
1305,Chicago Defense,DEF,CHI,170.8,15.03,25,140,210,21.3,10
5669,Evan McPherson,PK,CIN,170.8,15.03,99,137,206,15.2,6
1330,Tennessee Defense,DEF,TEN,171.1,15.03,141,141,206,11.2,9
383,Nick Folk,PK,ATL,171.5,15.03,22,93,204,30.1,11
6804,Kaden Wetjen,WR,PIT,172.2,15.04,41,163,178,4.0,9
5708,Xavier Hutchinson,WR,HOU,172.5,15.04,6,133,198,23.9,8
1319,New Orleans Defense,DEF,NO,172.7,15.05,98,135,208,15.2,8
6790,Caleb Douglas,WR,MIA,172.8,15.05,53,132,208,18.8,6
6213,Xavier Legette,WR,CAR,176.6,15.09,8,123,200,23.7,5
6192,Troy Franklin,WR,DEN,177.2,15.09,14,141,206,19.6,10
1334,Atlanta Defense,DEF,ATL,178.4,15.10,65,125,210,20.5,11
3437,Darius Slayton,WR,NYG,178.9,15.11,10,166,200,11.0,8
3453,Ty Johnson,RB,BUF,179.2,15.11,12,145,209,22.7,7
1980,Geno Smith,QB,NYJ,180.2,15.12,5,173,197,9.9,13
1306,Cincinnati Defense,DEF,CIN,181.5,16.01,41,87,210,36.0,6
6936,Dominic Zvada,PK,NYG,181.6,16.02,5,168,197,12.3,8
5277,Greg Dulcich,TE,MIA,183.0,16.03,23,123,210,22.9,6
5193,Pat Freiermuth,TE,PIT,185.0,16.05,6,144,210,28.4,9
1331,Washington Defense,DEF,WAS,189.4,16.09,9,116,210,31.1,7
